name,description,productImageUrl,collection,sku,price,Mod de utilizare,Ingrediente,Precauţii,Informații despre producător,brand
"Scottish Fine Soaps, Leather & Cedar Gel de Dus si Maini, 300ml","Energizează-te zilnic cu un gel de duș bărbați lemnos ce evocă profunzimea lemnului de cedru. Curăță corpul, revitalizează pielea și lasă un parfum masculin, fumuriu și sofisticat.",bb49d0_0b10c674463a48c68c05984c876beaa8~mv2.jpg,Săpun de mâini;Baie;Gel de duș;Baie & Corp;Scottish Fine Soaps,5016365102513,78,"Aplicați generos pe pielea umedă până se formează spumă, apoi clătiți cu apă caldă, pentru a lăsa pielea curată și revigorată.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Magnesium PCA, Glycerin, Panthenol (Vitamin B5), Cocamidopropyl Betaine, Citric Acid, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Potassium Sorbate, Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Coffea Arabica (Coffee) Seed Exract, Paullinia Cupana Seed Extract, Acetyl Cedrene, Alpha-Isomethyl Ionone, Benzyl Salicylate, Cinnamal, Citrus Aurantium Bergamia Peel Oil, Citrus Aurantium Peel Oil, Coumarin, Hexamethylindanopyran, Juniperus Virginiana Oil, Limonene, Linalool, Linalyl Acetate, Pogostemon Cablin Oil, Tetramethyl Acetyloctahydronaphthalenes, Vanillin, CI 14700 (Red No.4), CI 15985 (Yellow No.6), CI 17200 (Red No.33), CI 42090 (Blue No.1)",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Cypress & Bergamot Gel de Dus si Maini, 300ml","Împrospătează-ți mâinile și corpul cu un săpun lichid parfumat Cypress &amp; Bergamot. Formula sa energizantă curăță eficient, lăsând pielea revitalizată și subtil învăluită în note aerate.",bb49d0_c8631a074b5d4d3283d6386dadec4ee0~mv2.jpg,Săpun de mâini;Baie;Gel de duș;Baie & Corp;Scottish Fine Soaps,5016365102520,78,"Aplicați generos pe pielea umedă până se formează spumă, apoi clătiți cu apă caldă, pentru a lăsa pielea curată și revigorată.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Magnesium PCA, Glycerin, Panthenol (Vitamin B5), Cocamidopropyl Betaine, Citric Acid, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Potassium Sorbate, Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Coffea Arabica (Coffee) Seed Exract, Paullinia Cupana Seed Extract, Amyl Salicylate, Alpha-Isomethyl Ionone, Cedrus Atlantica Oil/Extract, Citronellol, Citrus Aurantium Peel Oil, Citrus Limon Peel Oil, Coumarin, Hexamethylindanopyran, Juniperus Virginiana Oil, Limonene, Linalool, Linalyl Acetate, Pogostemon Cablin Oil, Tetramethyl Acetyloctahydronaphthalenes, CI 17200 (Red No.33), CI 42090 (Blue No.1), CI 15985 (Yellow No.6), CI 14700 (Red No.4), CI 19140 (Yellow No.5)",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Wild Iris & Amber Gel de Dus si Maini, 300ml","Redă catifelarea pielii tale cu un gel de duș floral ambră îmbogățit cu acizi AHA și PHA. Asigură o reînnoire delicată a epidermei, lăsând corpul neted și subtil parfumat.",bb49d0_a6350eef81b84fb3828812a3d1b45641~mv2.jpg,Săpun de mâini;Baie;Gel de duș;Baie & Corp;Scottish Fine Soaps,5016365102537,78,"Aplicați generos pe pielea umedă până se formează spumă, apoi clătiți cu apă caldă, pentru a lăsa pielea curată și revigorată.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Gluconolactone, Tartaric Acid, Caustic Soda, Panthenol (Vitamin B5), Glycolic Acid, Cocamidopropyl Betaine, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Potassium Sorbate, Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Alpha-Isomethyl Ionone, Citrus Aurantium Peel Oil, Citrus Limon Peel Oil, Coumarin, Geraniol, Hexamethylindanopyran, Juniperus Virginiana Oil, Limonene, Linalyl Acetate, Pogostemon Cablin Oil, Tetramethyl Acetyloctahydronaphthalenes, Trimethylcyclopentenyl Methylisopentenol, Vanillin, CI 17200 (Red No.33)",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Dragonfruit & Hibiscus Gel de Dus si Maini, 300ml","Exfoliază blând cu un gel de duș fructat exotic cu Dragonfruit, AHA și PHA. Spălarea netezește și reînnoiește textura pielii, oferind un parfum revigorant, extrem de delicat.",bb49d0_da08035778f14dcf87d3354c91669016~mv2.jpg,Săpun de mâini;Baie;Gel de duș;Baie & Corp;Scottish Fine Soaps,5016365102544,78,"Aplicați generos pe pielea umedă până se formează spumă, apoi clătiți cu apă caldă, pentru a lăsa pielea curată și revigorată.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Gluconolactone, Tartaric Acid, Caustic Soda, Panthenol (Vitamin B5), Glycolic Acid, Cocamidopropyl Betaine, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Potassium Sorbate, Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Tetramethyl Acetyloctahydronaphthalenes, CI 19140 (Red No.33), CI 42090 (Blue No.1)",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Lime Zest & Vanilla Gel de Dus si Maini, 300ml","Energizează-ți pielea dimineața cu un săpun lichid revigorant cu lime și vanilie. Conține AHA și PHA pentru a catifela, reînnoi și lăsa epiderma frumos parfumată și netedă.",bb49d0_197bc4d09f9d43188f5250799209e942~mv2.jpg,Săpun de mâini;Baie;Gel de duș;Baie & Corp;Scottish Fine Soaps,5016365102551,78,"Aplicați generos pe pielea umedă până se formează spumă, apoi clătiți cu apă caldă, pentru a lăsa pielea curată și revigorată.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Gluconolactone, Tartaric Acid, Caustic Soda, Panthenol (Vitamin B5), Glycolic Acid, Cocamidopropyl Betaine, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Potassium Sorbate, Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Benzyl Salicylate, Coumarin, Hexyl Cinnamal, Hydroxycitronellal, Linalool, Tetramethyl Acetyloctahydronaphthalenes, CI 19140 (Yellow No.5), CI 42090 (Blue No.1)",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, White Peach & Jasmine Gel de Dus si Maini, 300ml","Calmează și curăță corpul cu un gel de duș hidratant cu acid AHA și PHA. Reînnoiește textura pielii și te bucură cu un parfum fructat floral, ușor și proaspăt.",bb49d0_8e7ed6cdae6145859b30babdf04dcb30~mv2.jpg,Săpun de mâini;Baie;Gel de duș;Baie & Corp;Scottish Fine Soaps,5016365102568,78,"Aplicați generos pe pielea umedă până se formează spumă, apoi clătiți cu apă caldă, pentru a lăsa pielea curată și revigorată.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Gluconolactone, Tartaric Acid, Caustic Soda, Panthenol (Vitamin B5), Glycolic Acid, Cocamidopropyl Betaine, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Potassium Sorbate, Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Alpha-Isomethyl Ionone, Benzyl Salicylate, Citrus Aurantium Peel Oil, Coumarin, Hexyl Cinnamal, Limonene, Linalool, Linalyl Acetate, CI 14700 (Red No.4)",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Calluna Botanicals Crema de Maini, 75ml",Păstrează pielea fină cu o cremă de mâini hrănitoare bogată în uleiuri naturale și 10% unt de shea. Elimină substanțele chimice inutile și oferă un parfum premium de trandafir și vanilie.,7888ab_ea745f1e68a74fc88d3efa8105fc41de~mv2.png,Calluna Botanicals;Cremă de mâini;Baie & Corp;Îngrijire Corp;Scottish Fine Soaps,5016365032742,41,Aplicati pe pielea curata si masati pana la absorbtia completa,"Aqua (Water), Butyrospermum Parkii (Shea) Butter, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cetearyl Alcohol, Parfum (Fragrance), Olea Europaea (Olive) Fruit Oil, Isopropyl Palmitate, Phenoxyethanol, Glycerin, Glyceryl Stearate, PEG-20 Stearate, Theobroma Cacao (Cocoa) Seed Butter, Ethylhexylglycerin",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Calluna Botanicals Crema de Corp, 300ml","Hidratează-ți profund pielea cu o loțiune de corp parfumată cu jojoba și unt de shea. O emulsie bogată, naturală, ce hrănește și captivează simțurile cu note fine de trandafir și bergamotă.",7888ab_8e309bdf4e6b4e1ea0c76308a53e5017~mv2.png,Hidratare;Calluna Botanicals;Cremă de corp;Baie & Corp;Îngrijire Corp;Scottish Fine Soaps,5016365032728,60,Aplicati o cantitate mica pe pielea curata si masati pana la absorbtia completa,"Aqua (Water), Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Stearic Acid, Isopropyl Palmitate, Parfum (Fragrance), Phenoxyethanol, Glyceryl Stearate, Simmondsia Chinensis (Jojoba) Seed Oil, PEG-20 Stearate, Brassica Napus Seed (Rapeseed) Oil, Calluna Vulgaris (Heather) Extract, Ethylhexylglycerin",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Calluna Botanicals Sapun de Maini, 300ml","Protejează mâinile la fiecare spălare cu un săpun lichid mâini luxos, formulat din extracte naturale. Curăță cu o spumă bogată, hidratând intens și lăsând un parfum floral captivant.",bb49d0_c21838f8bd834d8fa85167ba501fe409~mv2.jpg,Săpun de mâini;Baie;Calluna Botanicals;Baie & Corp;Scottish Fine Soaps,5016365003810,50,"Aplicati pe pielea umeda, faceti spuma, apoi clatiti abundent","Aqua (Water), Cocamidopropyl Betaine, Coco Glucoside, Glycerin, Parfum (Fragrance), Xanthan Gum, Phenoxyethanol, Ethylhexylglycerin, Caprylyl Glycol, Tetrasodium Glutamate Diacetate, Calluna Vulgaris (Heather) Extract, Citronellol",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Scottish Fine Naturals Set Duo de Lux","Răsfață-te cu un set duo lux îngrijire creat din ingrediente de origine naturală. Gelul delicat și loțiunea bogată hrănesc pielea, protejează și revitalizează corpul cu texturi luxuriante.",bb49d0_4aeebf84d22240279ec210345ad09b21~mv2.jpg,Seturi Cadou;GIFTS;Scottish Fine Naturals;Seturi;Baie & Corp;Scottish Fine Soaps,5016365033107,150,"Gel de curățare: Aplicați pe pielea umedă, faceți spumă și clătiți. Loțiune: Aplicați pe pielea curată și masați ușor până la absorbția completă.","Aqua (Water), Glycerin, Cetearyl Alcohol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Stearic Acid, Cocamidopropyl Betaine, Parfum (Fragrance), Phenoxyethanol, Glyceryl Stearate, PEG-20 Stearate, Ethylhexylglycerin, Linalool, Limonene",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Scottish Fine Soaps, Sea Kelp Set Duo de Lux",Inspiră prospețimea oceanului cu acest set cadou produse baie bazat pe extracte de alge marine. Antioxidanții din gelul de duș și loțiunea nutritivă oferă o experiență de spa revigorantă.,bb49d0_a5575ae283004b259b0b50f16c3de68c~mv2.jpg,Seturi Cadou;Sea Kelp;GIFTS;Seturi;Baie & Corp;Scottish Fine Soaps,5016365032476,150,"Gel de curățare: Aplicați o cantitate mică pe pielea umedă, masați pentru a forma spumă, apoi clătiți. Loțiune: Masați pe pielea uscată și curată până la absorbția completă.","Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Parfum (Fragrance), Cocamidopropyl Betaine, Glycerin, Fucus Vesiculosus (Kelp) Extract, Benzyl Alcohol, Linalool, Citronellol",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
"Super Facialist, Clear Skin Crema Hidratanta Pore-Fect, 75ml","Controlează sebumul toată ziua cu o cremă ten acneic formulată cu niacinamide 3% și prebiotice. Minimizează aspectul gras, reduce coșurile și echilibrează bariera naturală a pielii.",bb49d0_31bdfaed07e349a1b705f7f4986c3f58~mv2.jpg,Imperfecțiuni;Cremă hidratantă;Îngrijire Față;Ten acneic și mixt;Clear Skin;SKINCARE;Super Facialist;Cremă de Față,5060929651535,64,"În fiecare dimineață și seară, aplicați o cantitate mică (de mărimea unei afine!) pe pielea curată.","Aqua, Coco-Caprylate/Caprate, Glycerin, Niacinamide, Tapioca Starch, Butylene Glycol, Phenoxyethanol, Propanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Inulin, Sodium Stearoyl Glutamate, Hamamelis Virginiana Extract, Ethylhexylglycerin, Sodium Hydroxide, Disodium EDTA, Melaleuca Alternifolia Leaf Oil, Polymethylsilsesquioxane, Fructose, CI 75810, Limonene, Benzyl Alcohol, Ethyl Acetate, Acrylic Acid, Dehydroacetic Acid.",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Brand Architekts Adresa Sediului: N8 Waldegrave Road, Teddington, London, TW11 8GT, UK Adresa email: info@brandarchitekts.com",Super Facialist
"Super Facialist, Clear Skin Gel Purifiant pentru Imperfectiuni, 15ml","Combate rapid erupțiile cu un tratament local imperfecțiuni bogat în niacinamidă. Creat special pentru aplicare punctuală pe coșuri, acest gel dermatologic teste vegan calmează iritațiile.",bb49d0_53a25e279f944118901927d0d8c06d0d~mv2.jpg,Imperfecțiuni;Îngrijire Față;Ten acneic și mixt;Clear Skin;SKINCARE;Super Facialist,5060929651573,54,Aplicați direct pe pielea curată și uscată ori de câte ori observați o pată.,"Aqua, Alcohol Denat., Niacinamide, Glycerin, Hamamelis Virginiana Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Saccharide Isomerate, Inulin, Triethanolamine, Melaleuca Alternifolia Leaf Oil, Fructose, Limonene, Benzyl Alcohol, Dehydroacetic Acid.",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Brand Architekts Adresa Sediului: N8 Waldegrave Road, Teddington, London, TW11 8GT, UK Adresa email: info@brandarchitekts.com",Super Facialist
"Super Facialist, Clear Skin Masca Purifianta, 125ml","Curăță porii în profunzime folosind o mască purifiantă ten cu cărbune, argilă și niacinamidă. Prebioticele din cicoare reechilibrează pielea și previn apariția viitoarelor erupții de acnee.",bb49d0_936c60ee3d7b49058d19cf03b5688977~mv2.jpg,Seruri & Măști;Imperfecțiuni;Îngrijire Față;Ten acneic și mixt;Clear Skin;SKINCARE;Super Facialist,5060929651511,54,"Aplicați un strat gros pe pielea curată, evitând zona ochilor. Lăsați să acționeze aproximativ 10 minute pentru a lăsa masca să-și facă magia, apoi clătiți cu apă caldă.ATENTIONARI: EVITATI CONTACTUL CU OCHII. IN CAZUL CONTACTULUI CU OCHII, CLATITI ABUNDENT CU APA CALDA. NU LASATI LA INDEMANA CO","Aqua, Kaolin, Cetearyl Alcohol, Ceteareth-20, Stearic Acid, Butyrospermum Parkii Butter, Glyceryl Stearate, Prunus Amygdalus Dulcis Oil, Glycerin, Niacinamide, Phenoxyethanol, Xanthan Gum, Hamamelis Virginiana Extract, Inulin, Microcrystalline Cellulose, Cellulose, Ethylhexylglycerin, Melaleuca Alternifolia Leaf Oil, Sodium Hydroxide, Tocopheryl Acetate, Charcoal Powder, Fructose, Dehydroacetic Acid.",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Brand Architekts Adresa Sediului: N8 Waldegrave Road, Teddington, London, TW11 8GT, UK Adresa email: info@brandarchitekts.com",Super Facialist
"Super Facialist, Clear Skin Ser, 30ml",Previne uscăciunea și reapariția coșurilor cu un ser anti-acnee puternic hidratant. Complexul unic de echilibrare a sebumului asigură o piele sănătoasă și previne formarea erupțiilor.,bb49d0_cf46fba9d6dd4b268ff935b9cad93239~mv2.jpg,Seruri & Măști;Imperfecțiuni;Îngrijire Față;Ten acneic și mixt;Clear Skin;SKINCARE;Super Facialist,5060929651559,64,"În fiecare dimineață și seară, aplicați 3-4 picături pe vârful degetelor și apoi masați pe pielea curată înainte de a aplica crema hidratantă. ATENTIONARI: EVITATI CONTACTUL CU OCHII. IN CAZUL CONTACTULUI CU OCHII, CLATITI ABUNDENT CU APA CALDA. NU LASATI LA INDEMANA COPIILOR.","Aqua, Niacinamide, Caprylic/Capric Triglyceride, Polyglyceryl-6 Stearate, Tapioca Starch, Glycerin, Stearyl Alcohol, Hamamelis Virginiana Extract, Phenoxyethanol, Glyceryl Stearate, Saccharide Isomerate, Inulin, Xanthan Gum, POLYGLYCERYL-2 TETRABEHENATE, Ethylhexylglycerin, Sodium Hydroxide, Melaleuca Alternifolia Leaf Oil, Fructose, Benzyl Alcohol, Limonene, Dehydroacetic Acid.",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Brand Architekts Adresa Sediului: N8 Waldegrave Road, Teddington, London, TW11 8GT, UK Adresa email: info@brandarchitekts.com",Super Facialist
"Super Facialist, Clear Skin Exfoliant Zilnic, 150ml","Îndepărtează impuritățile blând cu un scrub facial zilnic pe bază de pulbere de rocă vulcanică. Îmbogățit cu niacinamide, prebiotice și ceai verde, protejează tenul de coșuri supărătoare.",bb49d0_eaefdd144d6647d98d67e9925923372e~mv2.jpg,Imperfecțiuni;Îngrijire Față;Ten acneic și mixt;Curățare;Clear Skin;SKINCARE;Super Facialist,5060929651498,44,"În fiecare dimineață și seară, aplicati o cantitate mică pe vârful degetelor și masați ușor pe fața și gâtul umed. Clătiți cu apă caldă și uscați pielea.","Aqua, Sodium Lauroyl Sarcosinate, Pumice, Cocamidopropyl Betaine, Glycerin, Niacinamide, Coco-Glucoside, Glyceryl Oleate, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hamamelis Virginiana Extract, Inulin, Sodium Hydroxide, Citric Acid, Ethylhexylglycerin, Melaleuca Alternifolia Leaf Oil, Fructose, Ethyl Acetate, Acrylic Acid, Tocopherol, Hydrogenated Palm Glycerides Citrate, Dehydroacetic Acid.",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Brand Architekts Adresa Sediului: N8 Waldegrave Road, Teddington, London, TW11 8GT, UK Adresa email: info@brandarchitekts.com",Super Facialist
"Super Facialist, Salicylic Crema Hidratanta, 50ml","Absoarbe excesul de sebum și matifiază tenul cu o cremă cu acid salicilic 1%. Prebioticele și tapioca ajută la echilibrarea pielii, combătând erupțiile pentru un ten mai curat.",bb49d0_87e2d8a739fe42f18794875785a025cc~mv2.jpg,Imperfecțiuni;Cremă hidratantă;Îngrijire Față;Ten acneic și mixt;SKINCARE;Salicylic;Super Facialist;Cremă de Față,5060528329927,84,"Masați în fiecare dimineață și seară pe fața curată. ATENTIONARI: EVITATI CONTACTUL CU OCHII. IN CAZUL CONTACTULUI CU OCHII, CLATITI ABUNDENT CU APA CALDA. NU LASATI LA INDEMANA COPIILOR.","Aqua (Water), Glycerin, Propanediol, Dimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Tapioca Starch, Niacinamide, Salicylic Acid, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Alpha-Glucan Oligosaccharide, Maltodextrin, Triethyl Citrate, Parfum (Fragrance), Sodium Hydroxide, Nasturtium Officinale Flower/Leaf/Stem Extract, Polysorbate 60, Sorbitan Isostearate, Equisetum Arvense (Horsetail) Extract, Urtica Dioica (Nettle) Extract, Disodium EDTA, Ethylhexylglycerin, Hexyl Cinnamal, Benzyl Salicylate, Geraniol, Benzyl Benzoate, Limonene, Linalool, Citronellol, Potassium Sorbate, Citric Acid.",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Brand Architekts Adresa Sediului: N8 Waldegrave Road, Teddington, London, TW11 8GT, UK Adresa email: info@brandarchitekts.com",Super Facialist
"Super Facialist, Salicylic Gel Purifiant pentru Imperfectiuni, 15ml","Redu rapid petele și roșeața cu un gel tratament acnee formulat cu zinc și 1% acid salicilic. Niacinamidele vizează direct coșurile, diminuând dimensiunea acestora în doar trei zile.",bb49d0_98f1bfce707c429d86e24395b7a87e8c~mv2.jpg,Imperfecțiuni;Îngrijire Față;Ten acneic și mixt;SKINCARE;Salicylic;Super Facialist,5060528329941,60,"După curățare, aplicați o cantitate mică direct pe pată și uscați încet. Reaplicați dacă este necesar. ATENTIONARI: EVITATI CONTACTUL CU OCHII. IN CAZUL CONTACTULUI CU OCHII, CLATITI ABUNDENT CU APA CALDA. NU LASATI LA INDEMANA COPIILOR.","Aqua (Water), Alcohol Denat., Propylene Glycol, Sodium Lactate, Glycerin, Niacinamide, Salicylic Acid, Phenoxyethanol, Xanthan Gum, Maltodextrin, Aloe Barbadensis Leaf Juice, Nasturtium Officinale Flower/Leaf/Stem Extract, Sodium Hydroxide, Equisetum Arvense (Horsetail) Extract, Urtica Dioica (Nettle) Extract, Ethylhexylglycerin, Zinc PCA, Disodium EDTA, Potassium Sorbate, Citric Acid.",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Brand Architekts Adresa Sediului: N8 Waldegrave Road, Teddington, London, TW11 8GT, UK Adresa email: info@brandarchitekts.com",Super Facialist
"Scottish Fine Soaps, Gel De Baie Si Dus Boost, 250ml","Îmbunătățește-ți starea de spirit cu un gel de duș energizant infuzat cu săruri Epsom și acid lactic. Reînnoiește pielea, în timp ce uleiurile de bergamotă și neroli te revigorează.",7888ab_ea10114371ab4728a18ed3b6e79bc0ab~mv2.png,Baie;Aromatherapy;Gel de duș;Baie & Corp;Scottish Fine Soaps,5016365042727,58,"Spumați cu generozitate pe pielea umedă, apoi clătiți cu apă caldă, pentru a lăsa pielea curată și revitalizată.","Aqua (Water), Cocamidopropyl Betaine, Coco Glucoside, Glycerin, Xanthan Gum, Citrus Aurantium Flower (Neroli) Oil, Citrus Bergamia (Bergamot) Peel Oil, Cupressus Funebris Endlicher (Cedarwood) Oil, Lactic Acid, Magnesium Sulphate, Coriandrum Satvium (Coriander) Oil, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Potassium Sorbate, Elettaria Cardomomum (Cardamom) Seed Oil, Linalool, Limonene, Geraniol, Citral, Citronellol, Farnesol",Nu ţineţi la îndemâna copiilor. Împotriva testării pe animale. Evitaţi contactul cu ochii. În caz de contact clătiți abundent cu apă. Nu este comestibil.,"Informatii privind identificarea producatorului, inclusiv datele de contact ale acestuia. Denumirea companiei: Scottish Fine Soaps Adresa Sediului: North Main Street, Carronshore, Falkirk, FK28HT Adresa email: sales@scottishfinesoaps.com",Scottish Fine Soaps
